x1,y
0.0,256.0
0.02004008016032064,248.36387787997697
0.04008016032064128,240.84561897028928
0.06012024048096192,233.4442150049755
0.08016032064128256,226.1586615889481
0.1002004008016032,218.98795819799403
0.12024048096192384,211.93110817877445
0.1402805611222445,204.98711874882463
0.16032064128256512,198.15500099655407
0.18036072144288576,191.4337698812465
0.2004008016032064,184.82244423305997
0.22044088176352705,178.3200467530265
0.24048096192384769,171.92560401305263
0.2605210420841683,165.63814645591893
0.280561122244489,159.45670839528012
0.3006012024048096,153.38032801566536
0.32064128256513025,147.40804737247788
0.3406813627254509,141.53891239199513
0.3607214428857715,135.77197287136883
0.3807615230460922,130.10628247862488
0.4008016032064128,124.5408987526634
0.42084168336673344,119.07488310325867
0.4408817635270541,113.70730081105933
0.4609218436873747,108.43722102758812
0.48096192384769537,103.26371677524205
0.501002004008016,98.18586494729233
0.5210420841683366,93.20274630788433
0.5410821643286573,88.31344549203774
0.561122244488978,83.5170510056464
0.5811623246492986,78.81265522547838
0.6012024048096192,74.19935439917599
0.6212424849699398,69.67624864525571
0.6412825651302605,65.24244195310827
0.6613226452905812,60.89704218299858
0.6813627254509018,56.63916106606586
0.7014028056112224,52.46791420432347
0.721442885771543,48.38242107065894
0.7414829659318637,44.381805008834114
0.7615230460921844,40.46519323348502
0.781563126252505,36.63171683012188
0.8016032064128256,32.88051075512918
0.8216432865731462,29.210713835765546
0.8416833667334669,25.621468770163897
0.8617234468937875,22.11192212733132
0.8817635270541082,18.681224347149143
0.9018036072144289,15.328529740372904
0.9218436873747494,12.052996488632385
0.9418837675350701,8.853786644431509
0.9619238476953907,5.730066131148481
0.9819639278557114,2.681004743035711
1.002004008016032,-0.29422385478016655
1.0220440881763526,-3.196442126298348
1.0420841683366733,-6.026468664643762
1.062124248496994,-8.78511819206714
1.0821643286573146,-11.473201559944998
1.1022044088176353,-14.091525748779624
1.122244488977956,-16.640893868199107
1.1422845691382766,-19.12210515695731
1.1623246492985972,-21.53595498293387
1.1823647294589177,-23.8832348431342
1.2024048096192383,-26.164732363689566
1.222444889779559,-28.38123129985695
1.2424849699398797,-30.53351153601911
1.2625250501002003,-32.622349085684625
1.282565130260521,-34.64851609148785
1.3026052104208417,-36.61278082518889
1.3226452905811623,-38.515907687673675
1.342685370741483,-40.3586572089539
1.3627254509018036,-42.14178604816706
1.3827655310621243,-43.86604699357642
1.4028056112224447,-45.53218896257098
1.4228456913827654,-47.140957001665655
1.442885771543086,-48.69309228650099
1.4629258517034067,-50.189332121843414
1.4829659318637274,-51.6304099415851
1.503006012024048,-53.017055308744034
1.5230460921843687,-54.34999391546396
1.5430861723446894,-55.62994758301437
1.56312625250501,-56.85763426179061
1.5831663326653307,-58.0337680313138
1.6032064128256511,-59.15905910023078
1.6232464929859718,-60.234213806314244
1.6432865731462925,-61.25993461646263
1.6633266533066131,-62.23692012670022
1.6833667334669338,-63.16586506217695
1.7034068136272544,-64.04746027716865
1.723446893787575,-64.88239275507695
1.7434869739478958,-65.67134560842916
1.7635270541082164,-66.41499807887844
1.783567134268537,-67.11402553720372
1.8036072144288577,-67.76909948330974
